family,lr_obs,p_boot,p_analytic,lam_hat,d_hat,n_boot_ok,lr_star_mean,lr_star_var,degenerate,reject_longmem_boot,Ticker,Class,lb_d_lw,lb_se_lw,lb_z_lw,lb_d_lw_shiftadj,lb_bw_drift,lensB_LM,kernel_summable,kernel_degenerate,verdict
tfarch,4.490411232686711,0.033,0.0170427386859988,0.0101996099522955,-0.0408500887343004,999,0.7573827627101094,2.2080250590971,False,True,INDA,Intl Equity,0.4239606986528763,0.0349215147884789,12.140386842347024,0.3976319531122891,0.279406863024218,True,True,False,indeterminate
tfarch,25.036456514507336,0.001,2.8128256176404184e-07,0.1130218680385932,0.5862273312148555,999,0.8730777825342145,2.3565977932441267,False,True,KSA,Intl Equity,0.406883651989401,0.0383482494423685,10.610227530747764,0.3866800551328131,0.7421568118015889,False,True,False,summable
tfarch,5.681171234730755,0.024,0.0085739585175927,0.0110544571868938,0.2160921669770393,999,0.724063834384898,2.141778375762994,False,True,KWEB,Intl Equity,0.3288448345177895,0.036178730264621,9.08945206513686,0.2166835605311417,-0.5818620917988895,True,True,False,indeterminate
tfarch,6.38879731410816,0.017,0.0057421406377901,0.0144376984753651,0.1398030235892291,999,0.7221933481435429,2.2169572426792006,False,True,MCHI,Intl Equity,0.2903599883176607,0.0342594354913765,8.475329034266984,0.2719073260043625,-0.180718057313421,True,True,False,indeterminate
tfarch,7.348332523193676,0.011,0.0033562493029718,0.0159054412884642,0.1366929700769204,999,0.6894023984373817,2.0216748806023856,False,True,NORW,Intl Equity,0.3818099366688935,0.0331861655799986,11.505093462771471,0.3401030955349146,-0.2302204722226994,True,True,False,indeterminate
tfarch,30.07461113155432,0.001,2.07869314018088e-08,0.0805150527230976,0.9914565560854988,999,0.8322202243022645,2.425769836264923,False,True,QAT,Intl Equity,0.2657835224629644,0.0369610635477286,7.190905697823124,0.1711269092150022,-0.1165510425303637,True,True,False,indeterminate
tfarch,629.5343692665392,0.001,3.155453792555557e-139,0.0876449944842324,0.9560917913495928,999,0.4530369273147398,1.0171808626348666,False,True,RSX,Intl Equity,0.3988120773583652,0.0328266082149306,12.149049172158218,0.3416314367525396,-0.1553575258204618,True,True,False,indeterminate
tfarch,26.359515255956467,0.001,1.4170959924800086e-07,0.0367056438937423,0.486233904176367,999,0.6223978797530291,2.020856433827125,False,True,THD,Intl Equity,0.4945106494632315,0.0323423113676575,15.289898233981644,0.4735409238076521,-0.1340763198931924,True,True,False,indeterminate
tfarch,3.30271907907445,0.062,0.0345826521882732,0.0080510601302431,-0.0106686333120393,999,0.7399578470112838,1.920596054543944,False,False,TUR,Intl Equity,0.3731099132978216,0.0323423113676575,11.536278562667391,0.3331321321078392,-0.5923388267794268,True,False,False,long-memory
tfarch,0.0052622605767282,0.544,0.4710855138204826,0.0004323949361365,-0.3559835011071328,999,0.7274850619543346,1.9194642013112375,False,False,UAE,Intl Equity,0.3429245604318585,0.0369610635477286,9.277994936185546,0.2974127028131593,0.2680855106435572,True,False,False,long-memory
tfarch,36.54543290556012,0.001,7.457450679617044e-10,0.0298501755390589,0.3257024333273475,999,0.5849386624484478,1.5023454982819822,False,True,VEA,Intl Equity,0.4976135353258781,0.0319438282499969,15.577767681177187,0.4757726526055339,0.0717351972745572,True,True,False,indeterminate
tfarch,38.147839689076136,0.001,3.279115541823504e-10,0.0237721905684189,0.336681945928844,999,0.5837834891594106,1.5658422685294169,False,True,VWO,Intl Equity,0.5360748576664657,0.0307147558416975,17.45333286806416,0.5186042009872444,0.0649426890350618,True,True,False,indeterminate
